TU_id	start	end	Direction	TU_genes	pathway_id	pathway_names
TU185E-6872	3701087	3703865	-	G185E-7590 ; G185E-7589 ; G185E-7588	PWY-6609 ; PWY0-1296 ; PWY0-1297 ; PWY-7179;PWY-6556 ; PWY0-1298 ; PWY-7200 ; PWY-7181 ; PWY-7199;PWY0-1298 ; PWY-7181	superpathway of purine deoxyribonucleosides degradation;purine deoxyribonucleosides degradation I;purine ribonucleosides degradation;adenine and adenosine salvage III;superpathway of pyrimidine deoxyribonucleoside salvage;;pyrimidine ribonucleosides salvage II;superpathway of pyrimidine deoxyribonucleosides degradation;pyrimidine deoxyribonucleosides degradation;superpathway of pyrimidine deoxyribonucleosides degradation;pyrimidine deoxyribonucleosides degradation
TU185E-7240	3956325	3957368	-	G185E-7797		-
TU185E-7504	1714172	1717612	-	G185E-5710		-
TU185E-6123	2101651	2103042	-	G185E-6049		-
TU185E-5527	798833	799444	+	G185E-4842		-
TU185E-6491	2866468	2868061	+	G185E-6784 ; G185E-6783 ; G185E-6782		-
TU185E-5895	1552654	1561269	+	G185E-5568 ; G185E-5567 ; G185E-5566 ; G185E-5565 ; G185E-5564 ; G185E-5563 ; G185E-5562	ARGDEGRAD-PWY ; CITRULLINE-DEG-PWY ; PWY-7211 ; PWY0-162 ; PWY-5686 ; ARGSYN-PWY ; ARGSYNBSUB-PWY ; GLUTAMINDEG-PWY ; PWY490-4 ; PWY-5921;PWY-7211 ; PWY-5686	L-arginine degradation V (arginine deiminase pathway);L-citrulline degradation;L-arginine biosynthesis II (acetyl cycle);L-arginine biosynthesis I (via L-ornithine);superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis;UMP biosynthesis I;superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis;L-glutamine degradation I;glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation;L-asparagine biosynthesis III (tRNA-dependent);superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis;UMP biosynthesis I;superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis;-
TU185E-6856	3661212	3662012	-	G185E-7553	PWY0-1264	biotin-carboxyl carrier protein assembly
TU185E-7224	4107792	4109747	+	G185E-7950	ACETATEUTIL-PWY ; PWY0-1313 ; PWY66-21	superpathway of acetate utilization and formation;acetate conversion to acetyl-CoA;ethanol degradation II
TU185E-7488	1951852	1953237	+	G185E-5919		-
TU185E-6107	2062809	2064728	-	G185E-6014		-
TU185E-5511	763370	767320	+	G185E-4811		-
TU185E-6475	2827157	2827804	+	G185E-6747		-
TU185E-5879	1517491	1518560	+	G185E-5531 ; G185E-5530	PWY-6519 ; FASYN-ELONG-PWY ; PWY-5971 ; PWY-6113 ; PWY-5989 ; PWYG-321	fatty acid elongation -- saturated;mycolate biosynthesis;superpathway of mycolate biosynthesis;stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);8-amino-7-oxononanoate biosynthesis I;-
TU185E-6840	3623159	3626613	-	G185E-7519 ; G185E-7518		-
TU185E-7208	4212996	4213940	-	G185E-8058		-
TU185E-7472	2078929	2079789	-	G185E-6028		-
TU185E-6091	2043384	2044775	+	G185E-5997		-
TU185E-5495	733524	733596	+	G185E-4780	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-6459	2782366	2784042	-	G185E-6712		-
TU185E-5863	1473658	1476795	+	G185E-5492		-
TU185E-6824	3596029	3597766	-	G185E-7492 ; G185E-7491		-
TU185E-7192	4327549	4328199	+	G185E-8153		-
TU185E-7456	2183372	2183869	+	G185E-6129		-
TU185E-6075	2012081	2012530	-	G185E-5974		-
TU185E-5479	705961	706344	-	G185E-4748		-
TU185E-6443	2750313	2751572	-	G185E-6681		-
TU185E-5847	1440805	1441290	+	G185E-5459		-
TU185E-6808	3559370	3559443	-	G185E-7458	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-7176	4374484	4375683	-	G185E-8190		-
TU185E-7440	2307821	2308156	+	G185E-6254		-
TU185E-6059	1977969	1979567	-	G185E-5945	PWY0-42 ; FAO-PWY ; PWY0-1337 ; PWY-5971 ; P221-PWY ; PWY-5989	stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);octane oxidation;2-methylcitrate cycle I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-5463	669848	671951	+	G185E-4711 ; G185E-4710		-
TU185E-6427	2719597	2720643	+	G185E-6653		-
TU185E-5831	1407339	1409358	+	G185E-5431 ; G185E-5430		-
TU185E-6792	3535431	3536057	-	G185E-7432		-
TU185E-7160	4336777	4338272	+	G185E-8159 ; G185E-8158		-
TU185E-7424	2402977	2404035	+	G185E-6351		-
TU185E-6043	1947861	1950589	+	G185E-5916 ; G185E-5915		-
TU185E-5447	646298	648474	+	G185E-4689 ; G185E-4688	PWY-5837	-
TU185E-6411	2684679	2689941	+	G185E-6620 ; G185E-6619 ; G185E-6618 ; G185E-6617	PWY0-1415 ; HEMESYN2-PWY ; HEME-BIOSYNTHESIS-II;SULFATE-CYS-PWY ; PWY-5345 ; SO4ASSIM-PWY	heme <i>b</i> biosynthesis I (aerobic);superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III;heme <i>b</i> biosynthesis II (anaerobic);superpathway of sulfate assimilation and cysteine biosynthesis;assimilatory sulfate reduction I;superpathway of L-methionine biosynthesis (by sulfhydrylation);-
TU185E-5815	1368832	1370825	-	G185E-5398 ; G185E-5397		-
TU185E-6776	3481451	3486174	+	G185E-7384 ; G185E-7383 ; G185E-7382 ; G185E-7381 ; G185E-7380 ; G185E-7379	PWY-5350;PWY-6823	thiosulfate disproportionation IV (rhodanese);molybdenum cofactor biosynthesis;-
TU185E-7144	4301563	4305008	-	G185E-8125 ; G185E-8124 ; G185E-8123		-
TU185E-6027	1907594	1910810	+	G185E-5874 ; G185E-5873		-
TU185E-5431	614835	620865	+	G185E-4661 ; G185E-4660 ; G185E-4659 ; G185E-4658 ; G185E-4657 ; G185E-4656	P381-PWY ; PWY-5188	-;adenosylcobalamin biosynthesis II (aerobic);tetrapyrrole biosynthesis I (from glutamate)
TU185E-6395	2641246	2642042	+	G185E-6585 ; G185E-6584		-
TU185E-5799	1339003	1339302	+	G185E-5364		-
TU185E-6760	3439072	3441754	+	G185E-7340 ; G185E-7339 ; G185E-7338	PWY-5637	nitrobenzene degradation I;-
TU185E-7128	4235374	4249810	+	G185E-8091 ; G185E-8090 ; G185E-8089 ; G185E-8088 ; G185E-8087 ; G185E-8086 ; G185E-8085	PWY-6404 ; PWY-6397	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;;-
TU185E-6011	1853184	1854388	+	G185E-5834 ; G185E-5833		-
TU185E-5415	580809	581492	+	G185E-4620		-
TU185E-6379	2611869	2612987	-	G185E-6562		-
TU185E-5783	1298087	1298692	-	G185E-5336		-
TU185E-6744	3411217	3414166	-	G185E-7312 ; G185E-7311	PWY-7211 ; PWY0-166 ; PWY-7184 ; PWY-7210 ; PWY-6545	pyrimidine deoxyribonucleotides biosynthesis from CTP;;superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis;pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I;superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli);-
TU185E-7112	4206996	4208876	-	G185E-8053		-
TU185E-5995	1807903	1814577	+	G185E-5802 ; G185E-5801 ; G185E-5800 ; G185E-5799 ; G185E-5798 ; G185E-5797	PWY-7884;PWY-6629 ; TRPSYN-PWY	lipoprotein posttranslational modification;-;L-tryptophan biosynthesis;superpathway of L-tryptophan biosynthesis
TU185E-5399	560848	561711	-	G185E-4597	PWY-6113 ; PWYG-321	mycolate biosynthesis;superpathway of mycolate biosynthesis
TU185E-6363	2583045	2583332	+	G185E-6533		-
TU185E-5767	1253074	1254534	-	G185E-5295		-
TU185E-6728	3378711	3379329	-	G185E-7279 ; G185E-7278		-
TU185E-7096	4184012	4185890	-	G185E-8024 ; G185E-8023		-
TU185E-5979	1775392	1779048	+	G185E-5759 ; G185E-5758 ; G185E-5757 ; G185E-5756	PWY0-1507;PWY-6519	biotin biosynthesis from 8-amino-7-oxononanoate I;8-amino-7-oxononanoate biosynthesis I;-
TU185E-5383	537229	541910	-	G185E-4576 ; G185E-4575 ; G185E-4574		-
TU185E-6347	2565327	2566550	+	G185E-6512		-
TU185E-5751	1224385	1225260	+	G185E-5261		-
TU185E-6712	3339854	3342082	+	G185E-7239		-
TU185E-7080	4158931	4159821	-	G185E-8001		-
TU185E-5245	188931	190439	-	G185E-4278		-
TU185E-5367	503496	504998	+	G185E-4543		-
TU185E-7712	123980	124264	-	G185E-4222		-
TU185E-6331	2538700	2539929	+	G185E-6482		-
TU185E-5735	1203313	1205233	+	G185E-5241 ; G185E-5240	PWY-I9	L-cysteine biosynthesis VI (from L-methionine);-
TU185E-6696	3306666	3308545	-	G185E-7209 ; G185E-7208	PWY-7743 ; PWY-7745	
TU185E-7064	4127295	4129083	-	G185E-7971 ; G185E-7970		-
TU185E-5229	158315	159658	-	G185E-4248	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-5351	458461	459315	-	G185E-4507		-
TU185E-7696	190607	191956	+	G185E-4279	PWY-6113 ; PWYG-321	mycolate biosynthesis;superpathway of mycolate biosynthesis
TU185E-6315	2510351	2510669	-	G185E-6452 ; G185E-6451	PWY0-1479 ; TRNA-CHARGING-PWY	-;tRNA charging
TU185E-5719	1179396	1180577	+	G185E-5219		-
TU185E-6683	3234189	3238499	-	G185E-7176 ; G185E-7175 ; G185E-7174		-
TU185E-7048	4098096	4099148	-	G185E-7941		-
TU185E-5213	105324	117539	+	G185E-4218 ; G185E-4217 ; G185E-4216 ; G185E-4215 ; G185E-4214 ; G185E-4213	PWY185E-1	-
TU185E-5335	419835	424019	+	G185E-4477 ; G185E-4476 ; G185E-4475 ; G185E-4474		-
TU185E-7680	293798	295633	-	G185E-4366	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-6299	2471411	2473242	+	G185E-6418 ; G185E-6417	P381-PWY ; COBALSYN-PWY ; PWY-5509	superpathway of adenosylcobalamin salvage from cobinamide I;adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I;adenosylcobalamin biosynthesis II (aerobic)
TU185E-5703	1156426	1158736	-	G185E-5193 ; G185E-5192		-
TU185E-6667	3194166	3196432	-	G185E-7138 ; G185E-7137		-
TU185E-7032	4075752	4076099	+	G185E-7915		-
TU185E-5197	76237	78896	-	G185E-4185 ; G185E-4184	SER-GLYSYN-PWY ; PWY-2161 ; GLYSYN-PWY ; 1CMET2-PWY;SERDEG-PWY ; BRANCHED-CHAIN-AA-SYN-PWY ; PWY-3001 ; ILEUSYN-PWY	<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis;folate polyglutamylation;superpathway of L-serine and glycine biosynthesis I;glycine biosynthesis I;L-serine degradation;superpathway of branched chain amino acid biosynthesis;superpathway of L-isoleucine biosynthesis I;L-isoleucine biosynthesis I (from threonine)
TU185E-7400	2596334	2596780	+	G185E-6548		-
TU185E-5319	383602	384486	+	G185E-4438		-
TU185E-7664	399535	400050	-	G185E-4459		-
TU185E-6283	2439282	2439947	-	G185E-6387		-
TU185E-5687	1120889	1122148	-	G185E-5162		-
TU185E-6651	3166684	3167802	+	G185E-7107		-
TU185E-7016	4041423	4046118	-	G185E-7882 ; G185E-7881 ; G185E-7880 ; G185E-7879 ; G185E-7878 ; G185E-7877	PANTO-PWY;TRNA-CHARGING-PWY;PWY-5155	phosphopantothenate biosynthesis I;tRNA charging;&beta;-alanine biosynthesis III;-
TU185E-5181	48233	49939	-	G185E-4159 ; G185E-4158		-
TU185E-7384	2736709	2736987	+	G185E-6670		-
TU185E-5303	339364	341906	+	G185E-4404 ; G185E-4403		-
TU185E-7648	532396	532911	+	G185E-4568		-
TU185E-6267	2404165	2404521	-	G185E-6352		-
TU185E-5671	1081775	1090175	-	G185E-5132 ; G185E-5131 ; G185E-5130 ; G185E-5129 ; G185E-5128 ; G185E-5127	PROPIONMET-PWY ; PWY0-1264 ; PWY-4381 ; PWY-6113 ; PWY-5966-1; PWYG-321 ;PWY0-1337 ; FAO-PWY	superpathway of mycolate biosynthesis;fatty acid biosynthesis initiation (type I);fatty acid biosynthesis initiation I;propanoyl CoA degradation I;biotin-carboxyl carrier protein assembly;mycolate biosynthesis;superpathway of mycolate biosynthesis;fatty acid biosynthesis initiation (type I);propanoyl CoA degradation I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation;-
TU185E-6635	3120566	3121827	-	G185E-7065 ; G185E-7064		-
TU185E-7000	4018358	4019071	+	G185E-7854		-
TU185E-5165	23270	23737	-	G185E-4132		-
TU185E-7368	2900226	2900690	-	G185E-6818		-
TU185E-5287	296809	298119	+	G185E-4368		-
TU185E-7632	706948	709515	-	G185E-4750		-
TU185E-6251	2370905	2372569	-	G185E-6318	PWY-7893	protein Pupylation and dePupylation
TU185E-5655	1055024	1056685	-	G185E-5101	PWY-6404 ; GLYCOLYSIS ; PWY-5659 ; UDPNAGSYN-PWY ; GLUCONEO-PWY	glycolysis I (from glucose 6-phosphate);UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I;superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;GDP-mannose biosynthesis;gluconeogenesis I
TU185E-6619	3092951	3093748	-	G185E-7034 ; G185E-7033		-
TU185E-6984	3975369	3977922	+	G185E-7815 ; G185E-7814	PWY-6947 ; PWY-6944	;superpathway of cholesterol degradation II (cholesterol dehydrogenase);-
TU185E-7352	3015863	3016735	-	G185E-6949	PWY-2301	
TU185E-5271	264067	266295	+	G185E-4342 ; G185E-4341	PWY-6947 ; PWY-6944 ; VALDEG-PWY ; PWY0-1337 ; FAO-PWY	L-valine degradation I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation;;superpathway of cholesterol degradation II (cholesterol dehydrogenase);-
TU185E-7616	887137	888636	-	G185E-4943		-
TU185E-5268	251782	253602	+	G185E-4331		-
TU185E-7613	906423	907292	+	G185E-4961		-
TU185E-6232	2335059	2337869	+	G185E-6286 ; G185E-6285 ; G185E-6284		-
TU185E-5636	1015398	1016171	+	G185E-5065		-
TU185E-6600	3058602	3059231	-	G185E-6995	PWY4FS-8 ; PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic);phosphatidylglycerol biosynthesis II (non-plastidic)
TU185E-6965	3907667	3907990	+	G185E-7765		-
TU185E-7333	3200266	3201015	+	G185E-7143		-
TU185E-5252	214088	214927	+	G185E-4301		-
TU185E-7597	970505	972457	+	G185E-5027	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-6216	2282747	2289599	-	G185E-6247 ; G185E-6246 ; G185E-6245 ; G185E-6244 ; G185E-6243 ; G185E-6242 ; G185E-6241 ; G185E-6240	PYRIDNUCSAL-PWY	NAD salvage pathway I (PNC VI cycle);-
TU185E-5620	978934	980509	+	G185E-5036 ; G185E-5035 ; G185E-5034		-
TU185E-6584	3029867	3030361	-	G185E-6965		-
TU185E-6949	3876890	3878507	-	G185E-7734 ; G185E-7733		-
TU185E-7317	3363693	3364532	-	G185E-7263		-
TU185E-7581	1116531	1117148	-	G185E-5158		-
TU185E-6200	2248563	2249420	-	G185E-6205		-
TU185E-5604	937593	937835	+	G185E-4995		-
TU185E-6568	3005845	3007062	-	G185E-6937		-
TU185E-5971	1747694	1751248	+	G185E-5735		-
TU185E-6933	3847642	3848805	-	G185E-7707		-
TU185E-7301	3475378	3476961	-	G185E-7371		-
TU185E-7565	1241633	1241956	+	G185E-5283		-
TU185E-6184	2228991	2229902	-	G185E-6185		-
TU185E-5588	913558	914199	-	G185E-4970		-
TU185E-6552	2976989	2980818	-	G185E-6907 ; G185E-6906 ; G185E-6905 ; G185E-6904 ; G185E-6903 ; G185E-6902		-
TU185E-5955	1712302	1714053	+	G185E-5709		-
TU185E-6917	3817239	3820402	+	G185E-7678 ; G185E-7677	PWY-6113 ; PWYG-321	mycolate biosynthesis;superpathway of mycolate biosynthesis;-
TU185E-7285	3571335	3571589	+	G185E-7468	GLUT-REDOX-PWY	glutathione-glutaredoxin redox reactions
TU185E-7549	1310480	1313299	-	G185E-5348		-
TU185E-6168	2198714	2200486	-	G185E-6148 ; G185E-6147 ; G185E-6146 ; G185E-6145		-
TU185E-5572	883451	886646	-	G185E-4941 ; G185E-4940 ; G185E-4939 ; G185E-4938		-
TU185E-6536	2960105	2962441	-	G185E-6878		-
TU185E-5939	1682157	1687888	+	G185E-5681 ; G185E-5680 ; G185E-5679 ; G185E-5678 ; G185E-5677	PROPIONMET-PWY	-;propanoyl CoA degradation I
TU185E-6901	3778568	3780334	+	G185E-7643		-
TU185E-7269	3713394	3714332	-	G185E-7604		-
TU185E-7533	1443482	1445047	-	G185E-5462		-
TU185E-6152	2150954	2151385	+	G185E-6101		-
TU185E-5556	850642	851466	-	G185E-4904 ; G185E-4903	PWY0-1479 ; TRNA-CHARGING-PWY	-;tRNA charging
TU185E-6520	2930805	2931560	-	G185E-6846		-
TU185E-5923	1641493	1644260	-	G185E-5641 ; G185E-5640 ; G185E-5639		-
TU185E-6885	3729364	3736935	-	G185E-7619		-
TU185E-7253	3871084	3872496	-	G185E-7727		-
TU185E-7517	1617837	1618070	+	G185E-5623		-
TU185E-6136	2123174	2123611	+	G185E-6068		-
TU185E-5540	824800	827470	+	G185E-4879 ; G185E-4878 ; G185E-4877	PWY-7229 ; PWY-6126 ; PWY-7219	adenosine ribonucleotides <i>de novo</i> biosynthesis;superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II;superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I;-
TU185E-6504	2892446	2894408	-	G185E-6811 ; G185E-6810		-
TU185E-5908	1586210	1588482	-	G185E-5594 ; G185E-5593		-
TU185E-6869	3697198	3699383	+	G185E-7585 ; G185E-7584	PWY-6580 ; NADPHOS-DEPHOS-PWY ; NAD-BIOSYNTHESIS-II ; PWY-6348	-;;NAD phosphorylation and dephosphorylation;NAD salvage pathway III (to nicotinamide riboside);phosphate acquisition
TU185E-7237	3997980	3999638	+	G185E-7835		-
TU185E-7501	1751297	1753333	-	G185E-5736		-
TU185E-6120	2092259	2096599	-	G185E-6041 ; G185E-6040 ; G185E-6039 ; G185E-6038	PENTOSE-P-PWY ; OXIDATIVEPENT-PWY;PWY-7228 ; PWY-6125 ; PWY-7221 ; PWY-5695	-;pentose phosphate pathway (oxidative branch) I;pentose phosphate pathway;guanosine ribonucleotides <i>de novo</i> biosynthesis;inosine 5'-phosphate degradation;superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I;superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II
TU185E-5524	791658	794525	+	G185E-4838 ; G185E-4837 ; G185E-4836 ; G185E-4835	PWY-8122	mycofactocin biosynthesis;-
TU185E-6488	2861148	2864412	-	G185E-6779 ; G185E-6778 ; G185E-6777 ; G185E-6776	PWY-6629 ; PWY-6630 ; ARO-PWY ; PWY-6164; PWY-6163	superpathway of L-tryptophan biosynthesis;superpathway of L-tyrosine biosynthesis;chorismate biosynthesis I;3-dehydroquinate biosynthesis I;superpathway of L-tryptophan biosynthesis;superpathway of L-tyrosine biosynthesis;chorismate biosynthesis from 3-dehydroquinate;chorismate biosynthesis I
TU185E-5892	1547129	1547268	+	G185E-5557		-
TU185E-6853	3653448	3656931	+	G185E-7547 ; G185E-7546		-
TU185E-7221	4136122	4137114	-	G185E-7979		-
TU185E-7485	1957677	1959233	+	G185E-5925	PWY-6537	4-aminobutanoate degradation II
TU185E-6104	2058256	2058960	+	G185E-6011		-
TU185E-5508	755335	756023	-	G185E-4805 ; G185E-4804		-
TU185E-6472	2812355	2821596	-	G185E-6741 ; G185E-6740 ; G185E-6739 ; G185E-6738 ; G185E-6737 ; G185E-6736 ; G185E-6735 ; G185E-6734	PROPIONMET-PWY ; PWY0-1264; PWY0-1264 ; PWY-4381 ; PWYG-321 ; PWY-6113 ; PWY-5966-1;PWY-6038;PWY0-42 ; FAO-PWY ; PWY0-1337 ; PWY-5971 ; P221-PWY ; PWY-5989;PWY0-1337 ; FAO-PWY	propanoyl CoA degradation I;biotin-carboxyl carrier protein assembly;mycolate biosynthesis;superpathway of mycolate biosynthesis;fatty acid biosynthesis initiation (type I);fatty acid biosynthesis initiation I;propanoyl CoA degradation I;biotin-carboxyl carrier protein assembly;citrate degradation;stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);octane oxidation;2-methylcitrate cycle I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation;fatty acid &beta;-oxidation I;oleate &beta;-oxidation;-
TU185E-5876	1508968	1512006	+	G185E-5525 ; G185E-5524 ; G185E-5523	PWY185E-1	-
TU185E-6837	3617682	3620531	-	G185E-7514		-
TU185E-7205	4222581	4222667	-	G185E-8072	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-7469	2140739	2141869	-	G185E-6091		-
TU185E-6088	2039159	2039350	+	G185E-5994		-
TU185E-5492	731113	731364	+	G185E-4773		-
TU185E-6456	2773178	2775204	+	G185E-6706 ; G185E-6705		-
TU185E-5860	1470321	1471577	+	G185E-5489	PWY-6385 ; PWY-6387	;UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)
TU185E-6821	3591646	3593852	+	G185E-7487 ; G185E-7486 ; G185E-7485	PWY-5837 ; PWY-6406;NADPHOS-DEPHOS-PWY ; NAD-BIOSYNTHESIS-II ; PWY-6348 ; GLYCOLYSIS ; GLUCONEO-PWY	glycolysis I (from glucose 6-phosphate);NAD phosphorylation and dephosphorylation;NAD salvage pathway III (to nicotinamide riboside);gluconeogenesis I;phosphate acquisition
TU185E-7189	4408334	4408897	-	G185E-8218		-
TU185E-7453	2198024	2198425	+	G185E-6144		-
TU185E-6072	2002626	2006447	+	G185E-5967 ; G185E-5966 ; G185E-5965		-
TU185E-5476	703244	704057	+	G185E-4745 ; G185E-4744 ; G185E-4743		-
TU185E-6440	2742123	2744984	-	G185E-6676	PWY0-1479	tRNA processing
TU185E-5844	1431665	1437117	-	G185E-5455 ; G185E-5454 ; G185E-5453 ; G185E-5452		-
TU185E-6805	3552764	3554025	+	G185E-7452 ; G185E-7451		-
TU185E-7173	4366908	4372706	-	G185E-8186 ; G185E-8185 ; G185E-8184 ; G185E-8183		-
TU185E-7437	2330993	2331406	+	G185E-6279	PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I
TU185E-6056	1973630	1976227	+	G185E-5942		-
TU185E-5460	665042	665383	-	G185E-4706		-
TU185E-6424	2715472	2716314	-	G185E-6647		-
TU185E-5828	1399970	1402809	+	G185E-5425 ; G185E-5424		-
TU185E-6789	3527391	3529163	-	G185E-7424		-
TU185E-7157	4325074	4325968	+	G185E-8151 ; G185E-8150		-
TU185E-7421	2443302	2444585	+	G185E-6391		-
TU185E-6040	1944809	1946420	+	G185E-5911 ; G185E-5910		-
TU185E-5444	640228	640904	-	G185E-4683 ; G185E-4682		-
TU185E-6408	2677729	2678649	+	G185E-6611		-
TU185E-5812	1365344	1365808	+	G185E-5393		-
TU185E-6773	3477060	3477500	+	G185E-7372		-
TU185E-7141	4285973	4287935	+	G185E-8118 ; G185E-8117	PWY-7746	-;mycobacterial sulfolipid biosynthesis
TU185E-6024	1901047	1902296	+	G185E-5867 ; G185E-5866		-
TU185E-5428	610188	610883	+	G185E-4650		-
TU185E-6392	2635628	2636889	+	G185E-6581 ; G185E-6580		-
TU185E-5796	1332092	1333858	+	G185E-5359 ; G185E-5358		-
TU185E-6757	3431979	3433622	-	G185E-7330	PWY-7343 ; PWY-6317 ; PWY-7900	glycogen biosynthesis III (from &alpha;-maltose 1-phosphate);D-galactose degradation I (Leloir pathway);UDP-&alpha;-D-glucose biosynthesis I
TU185E-7125	4231320	4232393	+	G185E-8081		-
TU185E-6008	1848517	1852035	-	G185E-5830	TRNA-CHARGING-PWY	tRNA charging
TU185E-5412	577664	578269	+	G185E-4617		-
TU185E-6376	2604740	2606754	+	G185E-6557 ; G185E-6556	GLYOXYLATE-BYPASS ; PWY-6969 ; GLUCONEO-PWY ; PWY-7686	;L-malate degradation II;glyoxylate cycle;gluconeogenesis I;-
TU185E-5780	1286595	1287020	+	G185E-5329	PWY-6502	oxidized GTP and dGTP detoxification
TU185E-6741	3407314	3407688	-	G185E-7307		-
TU185E-7109	4199131	4200221	-	G185E-8044 ; G185E-8043 ; G185E-8042	PWY-6556 ; PWY0-1298 ; PWY-7200 ; PWY-7181 ; PWY-7199 ; PWY-7210;PWY0-1479 ; TRNA-CHARGING-PWY	superpathway of pyrimidine deoxyribonucleoside salvage;pyrimidine deoxyribonucleotides biosynthesis from CTP;;pyrimidine ribonucleosides salvage II;superpathway of pyrimidine deoxyribonucleosides degradation;pyrimidine deoxyribonucleosides degradation;-;tRNA charging
TU185E-5992	1798294	1799052	+	G185E-5785		-
TU185E-5396	557527	558813	+	G185E-4594	GLYOXYLATE-BYPASS ; PWY-6969	;glyoxylate cycle
TU185E-6360	2579504	2579935	-	G185E-6528		-
TU185E-5764	1247127	1249326	+	G185E-5291 ; G185E-5290		-
TU185E-6725	3376490	3376852	-	G185E-7275		-
TU185E-7093	4178285	4180615	+	G185E-8019		-
TU185E-5976	1765400	1773829	-	G185E-5753 ; G185E-5752 ; G185E-5751 ; G185E-5750	PWY-2661	-;trehalose biosynthesis V
TU185E-5380	533091	533789	-	G185E-4569		-
TU185E-6344	2562599	2563114	+	G185E-6508		-
TU185E-5748	1220574	1221854	+	G185E-5258	SER-GLYSYN-PWY ; PWY-2161 ; GLYSYN-PWY ; 1CMET2-PWY	<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis;folate polyglutamylation;superpathway of L-serine and glycine biosynthesis I;glycine biosynthesis I
