Locus	Name	Product	type	start	end	strand	snpEff_locus_id
Rv1768	PE_PGRS31	PE-PGRS family protein PE_PGRS31	CDS	2000614	2002470	+	CDS_NC_000962.3_2000614_2002470
Rv1744c	Rv1744c	Probable membrane protein	CDS	1970989	1971390	-	CDS_NC_000962.3_1970989_1971390
Rv1745c	idi	Probable isopentenyl-diphosphate delta-isomerase Idi (IPP isomerase) (isopentenyl pyrophosphate isomerase)	CDS	1971380	1971991	-	CDS_NC_000962.3_1971380_1971991
Rv1746	pknF	Anchored-membrane serine/threonine-protein kinase PknF (protein kinase F) (STPK F)	CDS	1972138	1973568	+	CDS_NC_000962.3_1972138_1973568
Rv1747	Rv1747	Probable conserved transmembrane ATP-binding protein ABC transporter	CDS	1973630	1976227	+	CDS_NC_000962.3_1973630_1976227
Rv1748	Rv1748	Unknown protein	CDS	1976600	1977331	+	CDS_NC_000962.3_1976600_1977331
Rv1751	Rv1751	Probable oxidoreductase	CDS	1979621	1981003	+	CDS_NC_000962.3_1979621_1981003
Rv1753c	PPE24	PPE family protein PPE24	CDS	1981614	1984775	-	CDS_NC_000962.3_1981614_1984775
Rv1754c	Rv1754c	Conserved protein	CDS	1984979	1986670	-	CDS_NC_000962.3_1984979_1986670
Rv1770	Rv1770	Conserved protein	CDS	2003878	2005164	+	CDS_NC_000962.3_2003878_2005164
Rv1760	Rv1760	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	CDS	1993153	1994661	+	CDS_NC_000962.3_1993153_1994661
Rv1763	Rv1763	Putative transposase for insertion sequence element IS6110 (fragment)	CDS	1996152	1996478	+	CDS_NC_000962.3_1996152_1996478
Rv1765c	Rv1765c	Conserved hypothetical protein	CDS	1997418	1998515	-	CDS_NC_000962.3_1997418_1998515
Rv1765A	Rv1765A	Putative transposase (fragment)	CDS	1999142	1999357	-	CDS_NC_000962.3_1999142_1999357
Rv1766	Rv1766	Conserved protein	CDS	1999737	2000006	+	CDS_NC_000962.3_1999737_2000006
Rv2562	Rv2562	Conserved hypothetical protein	CDS	2881758	2882147	+	CDS_NC_000962.3_2881758_2882147
Rv1773c	Rv1773c	Probable transcriptional regulatory protein	CDS	2007020	2007766	-	CDS_NC_000962.3_2007020_2007766
Rv1774	Rv1774	Probable oxidoreductase	CDS	2007832	2009172	+	CDS_NC_000962.3_2007832_2009172
Rv1776c	Rv1776c	Possible transcriptional regulatory protein	CDS	2009995	2010555	-	CDS_NC_000962.3_2009995_2010555
Rv1779c	Rv1779c	Possible integral membrane protein	CDS	2012686	2014479	-	CDS_NC_000962.3_2012686_2014479
Rv1780	Rv1780	Conserved protein	CDS	2014699	2015262	+	CDS_NC_000962.3_2014699_2015262
Rv1807	PPE31	PPE family protein PPE31	CDS	2048398	2049597	+	CDS_NC_000962.3_2048398_2049597
Rv1786	Rv1786	Probable ferredoxin	CDS	2024828	2025031	+	CDS_NC_000962.3_2024828_2025031
Rv1782	eccB5	ESX conserved component EccB5. ESX-5 type VII secretion system protein. Probable membrane protein.	CDS	2017740	2019260	+	CDS_NC_000962.3_2017740_2019260
Rv1783	eccC5	ESX conserved component EccC5. ESX-5 type VII secretion system protein.	CDS	2019257	2023432	+	CDS_NC_000962.3_2019257_2023432
Rv1785c	cyp143	Probable cytochrome P450 143 Cyp143	CDS	2023447	2024628	-	CDS_NC_000962.3_2023447_2024628
Rv1787	PPE25	PPE family protein PPE25	CDS	2025301	2026398	+	CDS_NC_000962.3_2025301_2026398
Rv1789	PPE26	PPE family protein PPE26	CDS	2026790	2027971	+	CDS_NC_000962.3_2026790_2027971
Rv1792	esxM	ESAT-6 like protein EsxM	CDS	2030347	2030643	+	CDS_NC_000962.3_2030347_2030643
Rv1791	PE19	PE family protein PE19	CDS	2029904	2030203	+	CDS_NC_000962.3_2029904_2030203
Rv1793	esxN	Putative ESAT-6 like protein EsxN (ESAT-6 like protein 5)	CDS	2030694	2030978	+	CDS_NC_000962.3_2030694_2030978
Rv1795	eccD5	ESX conserved component EccD5. ESX-5 type VII secretion system protein. Probable membrane protein.	CDS	2032240	2033751	+	CDS_NC_000962.3_2032240_2033751
Rv1815	Rv1815	Conserved protein	CDS	2057528	2058193	+	CDS_NC_000962.3_2057528_2058193
Rv1799	lppT	Probable lipoprotein LppT	CDS	2039159	2039350	+	CDS_NC_000962.3_2039159_2039350
Rv1800	PPE28	PPE family protein PPE28	CDS	2039453	2041420	+	CDS_NC_000962.3_2039453_2041420
Rv1801	PPE29	PPE family protein PPE29	CDS	2042001	2043272	+	CDS_NC_000962.3_2042001_2043272
Rv1802	PPE30	PPE family protein PPE30	CDS	2043384	2044775	+	CDS_NC_000962.3_2043384_2044775
Rv1808	PPE32	PPE family protein PPE32	CDS	2049921	2051150	+	CDS_NC_000962.3_2049921_2051150
Rv1813c	Rv1813c	Conserved hypothetical protein	CDS	2055681	2056112	-	CDS_NC_000962.3_2055681_2056112
Rv1804c	Rv1804c	Conserved protein	CDS	2047023	2047349	-	CDS_NC_000962.3_2047023_2047349
Rv1805c	Rv1805c	Hypothetical protein	CDS	2047687	2048034	-	CDS_NC_000962.3_2047687_2048034
Rv1806	PE20	PE family protein PE20	CDS	2048072	2048371	+	CDS_NC_000962.3_2048072_2048371
Rv1810	Rv1810	Conserved protein	CDS	2052933	2053289	+	CDS_NC_000962.3_2052933_2053289
Rv1811	mgtC	Possible Mg2+ transport P-type ATPase C MgtC	CDS	2053443	2054147	+	CDS_NC_000962.3_2053443_2054147
Rv1812c	Rv1812c	Probable dehydrogenase	CDS	2054157	2055359	-	CDS_NC_000962.3_2054157_2055359
Rv1816	Rv1816	Possible transcriptional regulatory protein	CDS	2058256	2058960	+	CDS_NC_000962.3_2058256_2058960
Rv1817	Rv1817	Possible flavoprotein	CDS	2059595	2061058	+	CDS_NC_000962.3_2059595_2061058
Rv1818c	PE_PGRS33	PE-PGRS family protein PE_PGRS33	CDS	2061178	2062674	-	CDS_NC_000962.3_2061178_2062674
Rv1820	ilvG	Probable acetolactate synthase IlvG (acetohydroxy-acid synthase)(ALS)	CDS	2064799	2066442	+	CDS_NC_000962.3_2064799_2066442
Rv1846c	blaI	Transcriptional repressor BlaI	CDS	2096183	2096599	-	CDS_NC_000962.3_2096183_2096599
Rv1851	ureF	Urease accessory protein UreF	CDS	2099694	2100329	+	CDS_NC_000962.3_2099694_2100329
Rv1822	pgsA2	Probable CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase PgsA2 (PGP synthase) (phosphatidylglycerophosphate synthase) (3-phosphatidyl-1'-glycerol-3'phosphate synthase)	CDS	2069080	2069709	+	CDS_NC_000962.3_2069080_2069709
Rv1823	Rv1823	Conserved protein	CDS	2069702	2070625	+	CDS_NC_000962.3_2069702_2070625
Rv1824	Rv1824	Conserved hypothetical membrane protein	CDS	2070654	2071019	+	CDS_NC_000962.3_2070654_2071019
Rv1825	Rv1825	Conserved protein	CDS	2071036	2071914	+	CDS_NC_000962.3_2071036_2071914
Rv1830	Rv1830	Conserved hypothetical protein	CDS	2074841	2075518	+	CDS_NC_000962.3_2074841_2075518
Rv1911c	lppC	Probable lipoprotein LppC	CDS	2157382	2157987	-	CDS_NC_000962.3_2157382_2157987
Rv2275	Rv2275	Conserved hypothetical protein	CDS	2546883	2547752	+	CDS_NC_000962.3_2546883_2547752
Rv1827	garA	Conserved protein with FHA domain, GarA	CDS	2072596	2073084	+	CDS_NC_000962.3_2072596_2073084
Rv1828	Rv1828	Conserved protein	CDS	2073081	2073824	+	CDS_NC_000962.3_2073081_2073824
Rv1833c	Rv1833c	Possible haloalkane dehalogenase	CDS	2078929	2079789	-	CDS_NC_000962.3_2078929_2079789
Rv1834	lipZ	Probable hydrolase	CDS	2079830	2080696	+	CDS_NC_000962.3_2079830_2080696
Rv1835c	Rv1835c	Conserved hypothetical protein	CDS	2080701	2082587	-	CDS_NC_000962.3_2080701_2082587
Rv1885c	Rv1885c	Chorismate mutase	CDS	2134273	2134872	-	CDS_NC_000962.3_2134273_2134872
Rv1837c	glcB	Malate synthase G GlcB	CDS	2084756	2086981	-	CDS_NC_000962.3_2084756_2086981
Rv1838c	vapC13	Possible toxin VapC13	CDS	2087257	2087652	-	CDS_NC_000962.3_2087257_2087652
Rv1839c	vapB13	Possible antitoxin VapB13	CDS	2087649	2087912	-	CDS_NC_000962.3_2087649_2087912
Rv1852	ureG	Urease accessory protein UreG	CDS	2100340	2101014	+	CDS_NC_000962.3_2100340_2101014
Rv1863c	Rv1863c	Probable conserved integral membrane protein	CDS	2110591	2111361	-	CDS_NC_000962.3_2110591_2111361
Rv1982c	vapC36	Possible toxin VapC36. Contains PIN domain.	CDS	2225413	2225832	-	CDS_NC_000962.3_2225413_2225832
Rv1841c	Rv1841c	Conserved hypothetical membrane protein	CDS	2089681	2090718	-	CDS_NC_000962.3_2089681_2090718
Rv1843c	guaB1	Probable inosine-5'-monophosphate dehydrogenase GuaB1(imp dehydrogenase) (IMPDH) (IMPD)	CDS	2092259	2093698	-	CDS_NC_000962.3_2092259_2093698
Rv1845c	blaR	Possible sensor-transducer protein BlaR	CDS	2095218	2096168	-	CDS_NC_000962.3_2095218_2096168
Rv1847	Rv1847	Conserved protein	CDS	2096877	2097299	+	CDS_NC_000962.3_2096877_2097299
Rv1848	ureA	Urease gamma subunit UreA (urea amidohydrolase)	CDS	2097348	2097650	+	CDS_NC_000962.3_2097348_2097650
Rv1849	ureB	Urease beta subunit UreB (urea amidohydrolase)	CDS	2097647	2097961	+	CDS_NC_000962.3_2097647_2097961
Rv1853	ureD	Probable urease accessory protein UreD	CDS	2101022	2101648	+	CDS_NC_000962.3_2101022_2101648
Rv1855c	Rv1855c	Possible oxidoreductase	CDS	2103184	2104107	-	CDS_NC_000962.3_2103184_2104107
Rv1856c	Rv1856c	Possible oxidoreductase	CDS	2104146	2104823	-	CDS_NC_000962.3_2104146_2104823
Rv1857	modA	Probable molybdate-binding lipoprotein ModA	CDS	2104985	2105770	+	CDS_NC_000962.3_2104985_2105770
Rv1861	Rv1861	Probable conserved transmembrane protein	CDS	2109165	2109470	+	CDS_NC_000962.3_2109165_2109470
Rv1864c	Rv1864c	Conserved protein	CDS	2111354	2112109	-	CDS_NC_000962.3_2111354_2112109
Rv1888c	Rv1888c	Possible transmembrane protein	CDS	2137519	2138079	-	CDS_NC_000962.3_2137519_2138079
Rv1860	apa	Alanine and proline rich secreted protein Apa (fibronectin attachment protein) (immunogenic protein MPT32) (antigen MPT-32) (45-kDa glycoprotein) (45/47 kDa antigen)	CDS	2107736	2108713	+	CDS_NC_000962.3_2107736_2108713
Rv1862	adhA	Probable alcohol dehydrogenase AdhA	CDS	2109544	2110584	+	CDS_NC_000962.3_2109544_2110584
Rv1865c	Rv1865c	Probable short-chain type dehydrogenase	CDS	2112106	2112966	-	CDS_NC_000962.3_2112106_2112966
Rv1899c	lppD	Possible lipoprotein LppD	CDS	2145214	2146245	-	CDS_NC_000962.3_2145214_2146245
Rv2307B	Rv2307B	Hypothetical glycine rich protein	CDS	2579504	2579935	-	CDS_NC_000962.3_2579504_2579935
Rv1868	Rv1868	Conserved hypothetical protein	CDS	2117347	2119446	+	CDS_NC_000962.3_2117347_2119446
Rv1869c	Rv1869c	Probable reductase	CDS	2119460	2120695	-	CDS_NC_000962.3_2119460_2120695
Rv1870c	Rv1870c	Conserved hypothetical protein	CDS	2120795	2121430	-	CDS_NC_000962.3_2120795_2121430
Rv1871c	Rv1871c	Conserved protein	CDS	2121495	2121884	-	CDS_NC_000962.3_2121495_2121884
Rv1875	Rv1875	Conserved protein	CDS	2124381	2124824	+	CDS_NC_000962.3_2124381_2124824
Rv1943c	mazE5	Possible antitoxin MazE5	CDS	2194970	2195347	-	CDS_NC_000962.3_2194970_2195347
Rv1888A	Rv1888A	Conserved hypothetical protein	CDS	2138444	2138617	-	CDS_NC_000962.3_2138444_2138617
Rv1878	glnA3	Probable glutamine synthetase GlnA3 (glutamine synthase) (GS-I)	CDS	2128022	2129374	+	CDS_NC_000962.3_2128022_2129374
Rv2040c	Rv2040c	Probable sugar-transport integral membrane protein ABC transporter	CDS	2285628	2286530	-	CDS_NC_000962.3_2285628_2286530
Rv2069	sigC	RNA polymerase sigma factor, ECF subfamily, SigC	CDS	2326944	2327501	+	CDS_NC_000962.3_2326944_2327501
Rv2307D	Rv2307D	Hypothetical protein	CDS	2580028	2580210	-	CDS_NC_000962.3_2580028_2580210
Rv1881c	lppE	Possible conserved lipoprotein LppE	CDS	2131907	2132329	-	CDS_NC_000962.3_2131907_2132329
Rv1883c	Rv1883c	Conserved hypothetical protein	CDS	2133231	2133692	-	CDS_NC_000962.3_2133231_2133692
Rv1884c	rpfC	Probable resuscitation-promoting factor RpfC	CDS	2133731	2134261	-	CDS_NC_000962.3_2133731_2134261
Rv1889c	Rv1889c	Conserved hypothetical protein	CDS	2138661	2139017	-	CDS_NC_000962.3_2138661_2139017
Rv1982A	vapB36	Possible antitoxin VapB36	CDS	2225841	2226101	-	CDS_NC_000962.3_2225841_2226101
Rv2061c	Rv2061c	Conserved protein	CDS	2316681	2317085	-	CDS_NC_000962.3_2316681_2317085
Rv3135	PPE50	PPE family protein PPE50	CDS	3501334	3501732	+	CDS_NC_000962.3_3501334_3501732
Rv1887	Rv1887	Hypothetical protein	CDS	2136258	2137400	+	CDS_NC_000962.3_2136258_2137400
Rv1895	Rv1895	Possible dehydrogenase	CDS	2142521	2143675	+	CDS_NC_000962.3_2142521_2143675
Rv1896c	Rv1896c	Conserved hypothetical protein	CDS	2143535	2144446	-	CDS_NC_000962.3_2143535_2144446
Rv1897c	Rv1897c	Conserved hypothetical protein	CDS	2144451	2144882	-	CDS_NC_000962.3_2144451_2144882
Rv1898	Rv1898	Conserved hypothetical protein	CDS	2144940	2145248	+	CDS_NC_000962.3_2144940_2145248
Rv1919c	Rv1919c	Conserved protein	CDS	2171061	2171525	-	CDS_NC_000962.3_2171061_2171525
Rv1901	cinA	Probable CinA-like protein CinA	CDS	2147662	2148954	+	CDS_NC_000962.3_2147662_2148954
Rv1902c	nanT	Probable sialic acid-transport integral membrane protein NanT	CDS	2149006	2150274	-	CDS_NC_000962.3_2149006_2150274
Rv1903	Rv1903	Probable conserved membrane protein	CDS	2150364	2150768	+	CDS_NC_000962.3_2150364_2150768
Rv1904	Rv1904	Conserved hypothetical protein	CDS	2150954	2151385	+	CDS_NC_000962.3_2150954_2151385
Rv1905c	aao	Probable D-amino acid oxidase Aao	CDS	2151433	2152395	-	CDS_NC_000962.3_2151433_2152395
Rv1906c	Rv1906c	Conserved protein	CDS	2152425	2152895	-	CDS_NC_000962.3_2152425_2152895
Rv1952	vapB14	Possible antitoxin VapB14	CDS	2200726	2200941	+	CDS_NC_000962.3_2200726_2200941
Rv2022c	Rv2022c	Conserved protein	CDS	2267119	2267724	-	CDS_NC_000962.3_2267119_2267724
Rv1909c	furA	Ferric uptake regulation protein FurA (fur)	CDS	2156149	2156592	-	CDS_NC_000962.3_2156149_2156592
Rv1913	Rv1913	Conserved hypothetical protein	CDS	2159191	2159943	+	CDS_NC_000962.3_2159191_2159943
Rv1915	aceAa	Probable isocitrate lyase AceAa [first part] (isocitrase) (isocitratase) (Icl)	CDS	2160463	2161566	+	CDS_NC_000962.3_2160463_2161566
Rv2237A	Rv2237A	Conserved protein	CDS	2510351	2510587	-	CDS_NC_000962.3_2510351_2510587
Rv1917c	PPE34	PPE family protein PPE34	CDS	2162932	2167311	-	CDS_NC_000962.3_2162932_2167311
Rv1918c	PPE35	PPE family protein PPE35	CDS	2167649	2170612	-	CDS_NC_000962.3_2167649_2170612
Rv1933c	fadE18	Probable acyl-CoA dehydrogenase FadE18	CDS	2183866	2184957	-	CDS_NC_000962.3_2183866_2184957
Rv2023c	Rv2023c	Hypothetical protein	CDS	2267749	2268108	-	CDS_NC_000962.3_2267749_2268108
Rv2037c	Rv2037c	Conserved transmembrane protein	CDS	2282747	2283721	-	CDS_NC_000962.3_2282747_2283721
Rv1921c	lppF	Probable conserved lipoprotein LppF	CDS	2172524	2173795	-	CDS_NC_000962.3_2172524_2173795
Rv1923	lipD	Probable lipase LipD	CDS	2175173	2176513	+	CDS_NC_000962.3_2175173_2176513
Rv1926c	mpt63	Immunogenic protein Mpt63 (antigen Mpt63/MPB63) (16 kDa immunoprotective extracellular protein)	CDS	2178957	2179436	-	CDS_NC_000962.3_2178957_2179436
Rv1931c	Rv1931c	Probable transcriptional regulatory protein	CDS	2182460	2183239	-	CDS_NC_000962.3_2182460_2183239
Rv2048c	pks12	Polyketide synthase Pks12	CDS	2294531	2306986	-	CDS_NC_000962.3_2294531_2306986
Rv1929c	Rv1929c	Conserved hypothetical protein	CDS	2181262	2181906	-	CDS_NC_000962.3_2181262_2181906
Rv1930c	Rv1930c	Conserved hypothetical protein	CDS	2181918	2182442	-	CDS_NC_000962.3_2181918_2182442
Rv1935c	echA13	Possible enoyl-CoA hydratase EchA13 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	CDS	2186203	2187159	-	CDS_NC_000962.3_2186203_2187159
Rv1936	Rv1936	Possible monooxygenase	CDS	2187384	2188493	+	CDS_NC_000962.3_2187384_2188493
Rv1972	Rv1972	Probable conserved Mce associated membrane protein	CDS	2216592	2217167	+	CDS_NC_000962.3_2216592_2217167
Rv1938	ephB	Probable epoxide hydrolase EphB (epoxide hydratase)	CDS	2191027	2192097	+	CDS_NC_000962.3_2191027_2192097
Rv1940	ribA1	Probable riboflavin biosynthesis protein RibA1 (GTP cyclohydrolase II)	CDS	2192606	2193667	+	CDS_NC_000962.3_2192606_2193667
Rv1941	Rv1941	Probable short-chain type dehydrogenase/reductase	CDS	2193664	2194434	+	CDS_NC_000962.3_2193664_2194434
Rv1945	Rv1945	Conserved hypothetical protein	CDS	2195989	2197353	+	CDS_NC_000962.3_2195989_2197353
Rv2283	Rv2283	Hypothetical protein	CDS	2555941	2556135	+	CDS_NC_000962.3_2555941_2556135
Rv1960c	parD1	Possible antitoxin ParD1	CDS	2203974	2204225	-	CDS_NC_000962.3_2203974_2204225
Rv1946c	lppG	Possible lipoprotein	CDS	2197508	2197960	-	CDS_NC_000962.3_2197508_2197960
Rv1947	Rv1947	Hypothetical protein	CDS	2198024	2198425	+	CDS_NC_000962.3_2198024_2198425
Rv1948c	Rv1948c	Hypothetical protein	CDS	2198714	2199064	-	CDS_NC_000962.3_2198714_2199064
Rv1949c	Rv1949c	Conserved hypothetical protein	CDS	2199075	2200034	-	CDS_NC_000962.3_2199075_2200034
Rv1950c	Rv1950c	Conserved hypothetical protein	CDS	2199998	2200189	-	CDS_NC_000962.3_2199998_2200189
Rv1955	higB	Possible toxin HigB	CDS	2201719	2202096	+	CDS_NC_000962.3_2201719_2202096
Rv2001	Rv2001	Conserved hypothetical protein	CDS	2246832	2247584	+	CDS_NC_000962.3_2246832_2247584
Rv1958c	Rv1958c	Hypothetical protein	CDS	2203018	2203632	-	CDS_NC_000962.3_2203018_2203632
Rv1959c	parE1	Possible toxin ParE1	CDS	2203681	2203977	-	CDS_NC_000962.3_2203681_2203977
Rv1964	yrbE3A	Conserved hypothetical integral membrane protein YrbE3A	CDS	2207700	2208497	+	CDS_NC_000962.3_2207700_2208497
Rv1973	Rv1973	Possible conserved Mce associated membrane protein	CDS	2217164	2217646	+	CDS_NC_000962.3_2217164_2217646
Rv1995	Rv1995	Unknown protein	CDS	2238141	2238908	+	CDS_NC_000962.3_2238141_2238908
Rv2319c	Rv2319c	Universal stress protein family protein	CDS	2591848	2592726	-	CDS_NC_000962.3_2591848_2592726
Rv1967	mce3B	Mce-family protein Mce3B	CDS	2210601	2211629	+	CDS_NC_000962.3_2210601_2211629
Rv1969	mce3D	Mce-family protein Mce3D	CDS	2212855	2214126	+	CDS_NC_000962.3_2212855_2214126
Rv1970	lprM	Possible Mce-family lipoprotein LprM (Mce-family lipoprotein Mce3E)	CDS	2214123	2215256	+	CDS_NC_000962.3_2214123_2215256
Rv1971	mce3F	Mce-family protein Mce3F	CDS	2215257	2216570	+	CDS_NC_000962.3_2215257_2216570
Rv1984c	cfp21	Probable cutinase precursor CFP21	CDS	2227908	2228561	-	CDS_NC_000962.3_2227908_2228561
Rv1978	Rv1978	Conserved protein	CDS	2220908	2221756	+	CDS_NC_000962.3_2220908_2221756
Rv1979c	Rv1979c	Possible conserved permease	CDS	2221719	2223164	-	CDS_NC_000962.3_2221719_2223164
Rv1980c	mpt64	Immunogenic protein Mpt64 (antigen Mpt64/MPB64)	CDS	2223343	2224029	-	CDS_NC_000962.3_2223343_2224029
Rv2002	fabG3	Possible 20-beta-hydroxysteroid dehydrogenase FabG3 (cortisone reductase) ((R)-20-hydroxysteroid dehydrogenase)	CDS	2247660	2248442	+	CDS_NC_000962.3_2247660_2248442
Rv2006	otsB1	Probable trehalose-6-phosphate phosphatase OtsB1 (trehalose-phosphatase) (TPP)	CDS	2252002	2255985	+	CDS_NC_000962.3_2252002_2255985
Rv2617c	Rv2617c	Probable transmembrane protein	CDS	2945847	2946287	-	CDS_NC_000962.3_2945847_2946287
Rv1985c	Rv1985c	Probable transcriptional regulatory protein (probably LysR-family)	CDS	2228991	2229902	-	CDS_NC_000962.3_2228991_2229902
Rv1986	Rv1986	Probable conserved integral membrane protein	CDS	2230011	2230610	+	CDS_NC_000962.3_2230011_2230610
Rv1987	Rv1987	Possible chitinase	CDS	2231026	2231454	+	CDS_NC_000962.3_2231026_2231454
Rv1988	erm(37)	Probable 23S rRNA methyltransferase Erm(37)	CDS	2231680	2232219	+	CDS_NC_000962.3_2231680_2232219
Rv1989c	Rv1989c	Hypothetical protein	CDS	2232739	2233299	-	CDS_NC_000962.3_2232739_2233299
Rv1990c	Rv1990c	Probable transcriptional regulatory protein	CDS	2233296	2233637	-	CDS_NC_000962.3_2233296_2233637
Rv1990A	Rv1990A	Possible dehydrogenase (fragment)	CDS	2233881	2234216	-	CDS_NC_000962.3_2233881_2234216
Rv2003c	Rv2003c	Conserved hypothetical protein	CDS	2248563	2249420	-	CDS_NC_000962.3_2248563_2249420
Rv2063A	mazF7	Possible toxin MazF7	CDS	2321057	2321467	+	CDS_NC_000962.3_2321057_2321467
Rv1991c	mazF6	Toxin MazF6	CDS	2234305	2234649	-	CDS_NC_000962.3_2234305_2234649
Rv1991A	mazE6	Antitoxin MazE6	CDS	2234643	2234891	-	CDS_NC_000962.3_2234643_2234891
Rv1993c	Rv1993c	Conserved protein	CDS	2237303	2237575	-	CDS_NC_000962.3_2237303_2237575
Rv1994c	cmtR	Metal sensor transcriptional regulator CmtR (ArsR-SmtB family)	CDS	2237628	2237984	-	CDS_NC_000962.3_2237628_2237984
Rv1996	Rv1996	Universal stress protein family protein	CDS	2239004	2239957	+	CDS_NC_000962.3_2239004_2239957
Rv1997	ctpF	Probable metal cation transporter P-type ATPase A CtpF	CDS	2240159	2242876	+	CDS_NC_000962.3_2240159_2242876
Rv1998c	Rv1998c	Conserved protein	CDS	2242945	2243721	-	CDS_NC_000962.3_2242945_2243721
Rv2000	Rv2000	Unknown protein	CDS	2245209	2246822	+	CDS_NC_000962.3_2245209_2246822
Rv2008c	Rv2008c	Conserved hypothetical protein	CDS	2256617	2257942	-	CDS_NC_000962.3_2256617_2257942
Rv2015c	Rv2015c	Conserved hypothetical protein	CDS	2261816	2263072	-	CDS_NC_000962.3_2261816_2263072
Rv2018	Rv2018	Conserved protein	CDS	2265280	2265999	+	CDS_NC_000962.3_2265280_2265999
Rv2019	Rv2019	Conserved protein	CDS	2265989	2266405	+	CDS_NC_000962.3_2265989_2266405
Rv2020c	Rv2020c	Conserved hypothetical protein	CDS	2266421	2266720	-	CDS_NC_000962.3_2266421_2266720
Rv2021c	Rv2021c	Transcriptional regulatory protein	CDS	2266805	2267110	-	CDS_NC_000962.3_2266805_2267110
Rv2064	cobG	Precorrin-3B synthase CobG	CDS	2321451	2322542	+	CDS_NC_000962.3_2321451_2322542
Rv2023A	Rv2023A	Hypothetical protein, pseudogene	CDS	2268268	2268726	-	CDS_NC_000962.3_2268268_2268726
Rv2025c	Rv2025c	Conserved membrane protein	CDS	2270750	2271748	-	CDS_NC_000962.3_2270750_2271748
Rv2026c	Rv2026c	Universal stress protein family protein	CDS	2271863	2272747	-	CDS_NC_000962.3_2271863_2272747
Rv2029c	pfkB	6-phosphofructokinase PfkB (phosphohexokinase) (phosphofructokinase)	CDS	2275405	2276424	-	CDS_NC_000962.3_2275405_2276424
Rv2030c	Rv2030c	Conserved protein	CDS	2276441	2278486	-	CDS_NC_000962.3_2276441_2278486
Rv2031c	hspX	Heat shock protein HspX (alpha-crystallin homolog) (14 kDa antigen) (HSP16.3)	CDS	2278498	2278932	-	CDS_NC_000962.3_2278498_2278932
Rv2034	Rv2034	ArsR repressor protein	CDS	2281294	2281617	+	CDS_NC_000962.3_2281294_2281617
Rv2035	Rv2035	Conserved hypothetical protein	CDS	2281614	2282102	+	CDS_NC_000962.3_2281614_2282102
Rv2038c	Rv2038c	Probable sugar-transport ATP-binding protein ABC transporter	CDS	2283723	2284796	-	CDS_NC_000962.3_2283723_2284796
Rv2039c	Rv2039c	Probable sugar-transport integral membrane protein ABC transporter	CDS	2284799	2285641	-	CDS_NC_000962.3_2284799_2285641
Rv2041c	Rv2041c	Probable sugar-binding lipoprotein	CDS	2286527	2287846	-	CDS_NC_000962.3_2286527_2287846
