Transcription-Units	Transcription units - binding sites	Transcription units - promoter of operon	Sequence - coordinates of DNA region	Genes of transcription unit	Ontology -  all instances of class	Ontology - all ancestors of entity	Ontology - all subclasses of class	Regulation - regulator proteins of transcription unit	Transcription units - regulators of operon	Names	Object ID	Direction	Left-End-Position	Citations	Data-Source
TU185E-7070			[TU185E-7070 4,138,202 &larr; 4,139,755]	G185E-7981		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7070	-		:EV-COMP-AINF:3743282566:fulcher	
TU185E-5235			[TU185E-5235 170,284 &rarr; 171,126]	G185E-4261		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5235	+		:EV-COMP-AINF:3743282478:fulcher	
TU185E-5357			[TU185E-5357 468,335 &rarr; 471,230]	G185E-4515 // G185E-4514 // G185E-4513		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5357	+		:EV-COMP-AINF:3743282483:fulcher	
TU185E-7702			[TU185E-7702 164,712 &larr; 165,260]	G185E-4254		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7702	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282597:fulcher	
TU185E-6321			[TU185E-6321 2,522,360 &rarr; 2,523,175]	G185E-6464		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6321	+		:EV-COMP-AINF:3743282530:fulcher	
TU185E-5725			[TU185E-5725 1,187,435 &rarr; 1,188,393]	G185E-5228 // G185E-5227		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5725	+		:EV-COMP-AINF:3743282500:fulcher	
TU185E-6689			[TU185E-6689 3,283,335 &rarr; 3,287,832]	G185E-7195 // G185E-7194		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6689	+		:EV-COMP-AINF:3743282547:fulcher	
TU185E-7054			[TU185E-7054 4,112,322 &larr; 4,114,342]	G185E-7955 // G185E-7954		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7054	-		:EV-COMP-AINF:3743282565:fulcher	
TU185E-5219			[TU185E-5219 133,950 &rarr; 136,007]	G185E-4228		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5219	+		:EV-COMP-AINF:3743282477:fulcher	
TU185E-5341			[TU185E-5341 439,871 &rarr; 441,253]	G185E-4486		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5341	+		:EV-COMP-AINF:3743282482:fulcher	
TU185E-7686			[TU185E-7686 256,064 &rarr; 257,677]	G185E-4334		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7686	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282596:fulcher	
TU185E-6305			[TU185E-6305 2,484,584 &rarr; 2,486,987]	G185E-6429 // G185E-6428 // G185E-6427		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6305	+		:EV-COMP-AINF:3743282529:fulcher	
TU185E-5709			[TU185E-5709 1,164,572 &larr; 1,165,435]	G185E-5201		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5709	-		:EV-COMP-AINF:3743282500:fulcher	
TU185E-6673			[TU185E-6673 3,212,162 &larr; 3,213,854]	G185E-7155 // G185E-7154		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6673	-		:EV-COMP-AINF:3743282546:fulcher	
TU185E-7038			[TU185E-7038 4,081,516 &larr; 4,082,721]	G185E-7924		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7038	-		:EV-COMP-AINF:3743282564:fulcher	
TU185E-5203			[TU185E-5203 87,208 &larr; 88,004]	G185E-4195 // G185E-4194		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5203	-		:EV-COMP-AINF:3743282476:fulcher	
TU185E-7406			[TU185E-7406 2,535,641 &rarr; 2,536,594]	G185E-6480		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7406	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282582:fulcher	
TU185E-5325			[TU185E-5325 389,260 &rarr; 390,591]	G185E-4446		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5325	+		:EV-COMP-AINF:3743282482:fulcher	
TU185E-7670			[TU185E-7670 376,573 &larr; 377,055]	G185E-4430		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7670	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282595:fulcher	
TU185E-6289			[TU185E-6289 2,447,605 &larr; 2,447,994]	G185E-6396		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6289	-		:EV-COMP-AINF:3743282528:fulcher	
TU185E-5693			[TU185E-5693 1,131,625 &rarr; 1,133,259]	G185E-5171		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5693	+		:EV-COMP-AINF:3743282499:fulcher	
TU185E-6657			[TU185E-6657 3,178,458 &larr; 3,179,312]	G185E-7119		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6657	-		:EV-COMP-AINF:3743282545:fulcher	
TU185E-7022			[TU185E-7022 4,055,197 &larr; 4,056,375]	G185E-7895		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7022	-		:EV-COMP-AINF:3743282564:fulcher	
TU185E-5187			[TU185E-5187 58,192 &rarr; 58,482]	G185E-4167		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5187	+		:EV-COMP-AINF:3743282475:fulcher	
TU185E-7390			[TU185E-7390 2,698,042 &larr; 2,698,245]	G185E-6631		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7390	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282581:fulcher	
TU185E-5309			[TU185E-5309 363,252 &rarr; 363,778]	G185E-4422 // G185E-4421		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5309	+		:EV-COMP-AINF:3743282481:fulcher	
TU185E-7654			[TU185E-7654 474,122 &larr; 474,841]	G185E-4518		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7654	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282594:fulcher	
TU185E-6273			[TU185E-6273 2,421,662 &larr; 2,422,003]	G185E-6369		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6273	-		:EV-COMP-AINF:3743282527:fulcher	
TU185E-5677			[TU185E-5677 1,106,405 &larr; 1,107,382]	G185E-5146		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5677	-		:EV-COMP-AINF:3743282498:fulcher	
TU185E-6641			[TU185E-6641 3,138,099 &larr; 3,142,222]	G185E-7086 // G185E-7085 // G185E-7084 // G185E-7083		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6641	-		:EV-COMP-AINF:3743282544:fulcher	
TU185E-7006			[TU185E-7006 4,028,968 &larr; 4,029,762]	G185E-7865		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7006	-		:EV-COMP-AINF:3743282563:fulcher	
TU185E-5171			[TU185E-5171 31,189 &rarr; 31,819]	G185E-4142 // G185E-4141		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5171	+		:EV-COMP-AINF:3743282475:fulcher	
TU185E-7374			[TU185E-7374 2,837,684 &rarr; 2,838,157]	G185E-6759		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7374	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282581:fulcher	
TU185E-5293			[TU185E-5293 310,294 &larr; 312,659]	G185E-4382 // G185E-4381 // G185E-4380		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5293	-		:EV-COMP-AINF:3743282480:fulcher	
TU185E-7638			[TU185E-7638 676,238 &rarr; 676,996]	G185E-4713		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7638	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282593:fulcher	
TU185E-6257			[TU185E-6257 2,390,308 &larr; 2,392,459]	G185E-6336 // G185E-6335		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6257	-		:EV-COMP-AINF:3743282526:fulcher	
TU185E-5661			[TU185E-5661 1,069,883 &rarr; 1,073,273]	G185E-5114 // G185E-5113		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5661	+		:EV-COMP-AINF:3743282497:fulcher	
TU185E-6625			[TU185E-6625 3,105,056 &larr; 3,107,637]	G185E-7047 // G185E-7046 // G185E-7045		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6625	-		:EV-COMP-AINF:3743282544:fulcher	
TU185E-6990			[TU185E-6990 3,989,153 &rarr; 3,991,523]	G185E-7829 // G185E-7828 // G185E-7827		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6990	+		:EV-COMP-AINF:3743282562:fulcher	
TU185E-382			[TU185E-382 817,531 &larr; 817,866]	G185E-4869		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-382	-		:EV-COMP-AINF:3658683424:fulcher	
TU185E-7358			[TU185E-7358 2,985,731 &larr; 2,986,840]	G185E-6918		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7358	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282580:fulcher	
TU185E-5277			[TU185E-5277 277,899 &rarr; 279,529]	G185E-4353 // G185E-4352		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5277	+		:EV-COMP-AINF:3743282480:fulcher	
TU185E-7622			[TU185E-7622 868,407 &rarr; 869,030]	G185E-4923		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7622	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282593:fulcher	
TU185E-6241			[TU185E-6241 2,353,365 &larr; 2,356,677]	G185E-6303 // G185E-6302 // G185E-6301		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6241	-		:EV-COMP-AINF:3743282525:fulcher	
TU185E-5645			[TU185E-5645 1,029,513 &larr; 1,032,633]	G185E-5080 // G185E-5079 // G185E-5078		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5645	-		:EV-COMP-AINF:3743282497:fulcher	
TU185E-6609			[TU185E-6609 3,078,158 &larr; 3,078,985]	G185E-7018		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6609	-		:EV-COMP-AINF:3743282543:fulcher	
TU185E-6606			[TU185E-6606 3,073,130 &larr; 3,074,471]	G185E-7013 // G185E-7012		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6606	-		:EV-COMP-AINF:3743282543:fulcher	
TU185E-6971			[TU185E-6971 3,926,569 &rarr; 3,930,714]	G185E-7784		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6971	+		:EV-COMP-AINF:3743282561:fulcher	
TU185E-7339			[TU185E-7339 3,111,822 &rarr; 3,112,289]	G185E-7053		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7339	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282579:fulcher	
TU185E-5258			[TU185E-5258 222,289 &rarr; 224,664]	G185E-4311 // G185E-4310		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5258	+		:EV-COMP-AINF:3743282479:fulcher	
TU185E-7603			[TU185E-7603 947,641 &larr; 948,468]	G185E-5005		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7603	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282592:fulcher	
TU185E-6222			[TU185E-6222 2,315,174 &rarr; 2,316,709]	G185E-6263		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6222	+		:EV-COMP-AINF:3743282525:fulcher	
TU185E-5626			[TU185E-5626 996,524 &rarr; 997,705]	G185E-5048		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5626	+		:EV-COMP-AINF:3743282496:fulcher	
TU185E-6590			[TU185E-6590 3,041,570 &larr; 3,042,475]	G185E-6977		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6590	-		:EV-COMP-AINF:3743282542:fulcher	
TU185E-6955			[TU185E-6955 3,883,964 &rarr; 3,884,917]	G185E-7744		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6955	+		:EV-COMP-AINF:3743282561:fulcher	
TU185E-7323			[TU185E-7323 3,346,147 &rarr; 3,346,848]	G185E-7244		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7323	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282578:fulcher	
TU185E-7587			[TU185E-7587 1,060,656 &larr; 1,061,654]	G185E-5105		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7587	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282591:fulcher	
TU185E-6206			[TU185E-6206 2,260,665 &rarr; 2,261,688]	G185E-6216 // G185E-6215		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6206	+		:EV-COMP-AINF:3743282524:fulcher	
TU185E-5610			[TU185E-5610 955,077 &rarr; 958,455]	G185E-5014 // G185E-5013		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5610	+		:EV-COMP-AINF:3743282495:fulcher	
TU185E-6574			[TU185E-6574 3,016,858 &rarr; 3,017,655]	G185E-6950		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6574	+		:EV-COMP-AINF:3743282541:fulcher	
TU185E-6939			[TU185E-6939 3,860,024 &larr; 3,861,370]	G185E-7718		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6939	-		:EV-COMP-AINF:3743282560:fulcher	
TU185E-7307			[TU185E-7307 3,436,779 &rarr; 3,438,053]	G185E-7336		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7307	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282577:fulcher	
TU185E-7571			[TU185E-7571 1,176,011 &larr; 1,176,286]	G185E-5214		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7571	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282590:fulcher	
TU185E-6190			[TU185E-6190 2,234,305 &larr; 2,234,891]	G185E-6193 // G185E-6192		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6190	-		:EV-COMP-AINF:3743282523:fulcher	
TU185E-5594			[TU185E-5594 921,575 &rarr; 921,865]	G185E-4979		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5594	+		:EV-COMP-AINF:3743282494:fulcher	
TU185E-6558			[TU185E-6558 2,984,733 &rarr; 2,985,753]	G185E-6917 // G185E-6916		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6558	+		:EV-COMP-AINF:3743282541:fulcher	
TU185E-5961			[TU185E-5961 1,731,373 &rarr; 1,733,039]	G185E-5719 // G185E-5718		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5961	+		:EV-COMP-AINF:3743282512:fulcher	
TU185E-6923			[TU185E-6923 3,828,783 &larr; 3,831,519]	G185E-7688 // G185E-7687		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6923	-		:EV-COMP-AINF:3743282559:fulcher	
TU185E-7291			[TU185E-7291 3,544,344 &larr; 3,545,300]	G185E-7441		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7291	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282576:fulcher	
TU185E-7555			[TU185E-7555 1,283,693 &rarr; 1,283,815]	G185E-5325		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7555	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282589:fulcher	
TU185E-6174			[TU185E-6174 2,203,681 &larr; 2,204,225]	G185E-6158 // G185E-6157		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6174	-		:EV-COMP-AINF:3743282522:fulcher	
TU185E-5578			[TU185E-5578 898,831 &rarr; 899,787]	G185E-4954		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5578	+		:EV-COMP-AINF:3743282493:fulcher	
TU185E-6542			[TU185E-6542 2,965,939 &rarr; 2,966,397]	G185E-6885		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6542	+		:EV-COMP-AINF:3743282540:fulcher	
TU185E-5945			[TU185E-5945 1,692,924 &rarr; 1,693,823]	G185E-5688		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5945	+		:EV-COMP-AINF:3743282511:fulcher	
TU185E-6907			[TU185E-6907 3,795,100 &larr; 3,796,361]	G185E-7657 // G185E-7656		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6907	-		:EV-COMP-AINF:3743282558:fulcher	
TU185E-7275			[TU185E-7275 3,639,872 &larr; 3,640,141]	G185E-7534		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7275	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282576:fulcher	
TU185E-7539			[TU185E-7539 1,384,989 &larr; 1,386,677]	G185E-5414		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7539	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282589:fulcher	
TU185E-6158			[TU185E-6158 2,160,463 &rarr; 2,162,762]	G185E-6113 // G185E-6112		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6158	+		:EV-COMP-AINF:3743282521:fulcher	
TU185E-5562			[TU185E-5562 860,912 &rarr; 863,158]	G185E-4917 // G185E-4916		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5562	+		:EV-COMP-AINF:3743282493:fulcher	
TU185E-6526			[TU185E-6526 2,948,636 &rarr; 2,949,457]	G185E-6866		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6526	+		:EV-COMP-AINF:3743282539:fulcher	
TU185E-5929			[TU185E-5929 1,656,963 &rarr; 1,658,936]	G185E-5652		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5929	+		:EV-COMP-AINF:3743282511:fulcher	
TU185E-6891			[TU185E-6891 3,767,346 &larr; 3,768,140]	G185E-7627		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6891	-		:EV-COMP-AINF:3743282557:fulcher	
TU185E-7259			[TU185E-7259 3,807,574 &larr; 3,808,437]	G185E-7668		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7259	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282575:fulcher	
TU185E-7523			[TU185E-7523 1,580,591 &rarr; 1,581,073]	G185E-5587		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7523	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282588:fulcher	
TU185E-6142			[TU185E-6142 2,131,907 &larr; 2,135,867]	G185E-6081 // G185E-6080 // G185E-6079 // G185E-6078 // G185E-6077 // G185E-6076		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6142	-		:EV-COMP-AINF:3743282521:fulcher	
TU185E-5546			[TU185E-5546 831,776 &rarr; 832,303]	G185E-4885		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5546	+		:EV-COMP-AINF:3743282492:fulcher	
TU185E-6510			[TU185E-6510 2,911,004 &larr; 2,915,736]	G185E-6829 // G185E-6828 // G185E-6827		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6510	-		:EV-COMP-AINF:3743282539:fulcher	
TU185E-5913			[TU185E-5913 1,594,042 &rarr; 1,598,883]	G185E-5606 // G185E-5605 // G185E-5604 // G185E-5603		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5913	+		:EV-COMP-AINF:3743282510:fulcher	
TU185E-6875			[TU185E-6875 3,708,438 &larr; 3,710,379]	G185E-7600 // G185E-7599 // G185E-7598 // G185E-7597		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6875	-		:EV-COMP-AINF:3743282556:fulcher	
TU185E-7243			[TU185E-7243 3,950,824 &larr; 3,952,470]	G185E-7792		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7243	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282574:fulcher	
TU185E-7507			[TU185E-7507 1,681,208 &larr; 1,681,966]	G185E-5676		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7507	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282587:fulcher	
TU185E-6126			[TU185E-6126 2,107,736 &rarr; 2,108,713]	G185E-6055		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6126	+		:EV-COMP-AINF:3743282520:fulcher	
TU185E-5530			[TU185E-5530 802,528 &rarr; 806,166]	G185E-4854 // G185E-4853 // G185E-4852 // G185E-4851 // G185E-4850 // G185E-4849 // G185E-4848		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5530	+		:EV-COMP-AINF:3743282491:fulcher	
TU185E-6494			[TU185E-6494 2,869,727 &larr; 2,870,364]	G185E-6790 // G185E-6789		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6494	-		:EV-COMP-AINF:3743282538:fulcher	
TU185E-5898			[TU185E-5898 1,564,401 &rarr; 1,565,027]	G185E-5572		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5898	+		:EV-COMP-AINF:3743282509:fulcher	
TU185E-6859			[TU185E-6859 3,668,169 &larr; 3,669,388]	G185E-7561 // G185E-7560		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6859	-		:EV-COMP-AINF:3743282556:fulcher	
TU185E-7227			[TU185E-7227 4,072,667 &larr; 4,073,611]	G185E-7913		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7227	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282574:fulcher	
TU185E-7491			[TU185E-7491 1,854,399 &larr; 1,855,454]	G185E-5835		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7491	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282586:fulcher	
TU185E-6110			[TU185E-6110 2,072,596 &rarr; 2,073,824]	G185E-6023 // G185E-6022		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6110	+		:EV-COMP-AINF:3743282519:fulcher	
TU185E-5514			[TU185E-5514 775,586 &larr; 778,905]	G185E-4820 // G185E-4819		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5514	-		:EV-COMP-AINF:3743282490:fulcher	
TU185E-6478			[TU185E-6478 2,832,710 &larr; 2,833,761]	G185E-6754 // G185E-6753		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6478	-		:EV-COMP-AINF:3743282537:fulcher	
TU185E-5882			[TU185E-5882 1,525,293 &larr; 1,526,216]	G185E-5537		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5882	-		:EV-COMP-AINF:3743282508:fulcher	
TU185E-6843			[TU185E-6843 3,628,160 &larr; 3,629,647]	G185E-7522		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6843	-		:EV-COMP-AINF:3743282555:fulcher	
TU185E-7211			[TU185E-7211 4,205,538 &rarr; 4,205,840]	G185E-8051		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7211	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282573:fulcher	
TU185E-7475			[TU185E-7475 2,014,699 &rarr; 2,015,262]	G185E-5976		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7475	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282586:fulcher	
TU185E-6094			[TU185E-6094 2,047,687 &larr; 2,048,034]	G185E-6000		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6094	-		:EV-COMP-AINF:3743282519:fulcher	
TU185E-5498			[TU185E-5498 735,517 &rarr; 736,224]	G185E-4784		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5498	+		:EV-COMP-AINF:3743282490:fulcher	
TU185E-6462			[TU185E-6462 2,786,575 &larr; 2,792,494]	G185E-6719 // G185E-6718 // G185E-6717 // G185E-6716		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6462	-		:EV-COMP-AINF:3743282536:fulcher	
TU185E-5866			[TU185E-5866 1,479,199 &larr; 1,480,824]	G185E-5496		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5866	-		:EV-COMP-AINF:3743282507:fulcher	
TU185E-6827			[TU185E-6827 3,600,801 &rarr; 3,601,019]	G185E-7498		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6827	+		:EV-COMP-AINF:3743282554:fulcher	
TU185E-7195			[TU185E-7195 4,314,798 &rarr; 4,314,891]	G185E-8139		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7195	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282572:fulcher	
TU185E-7459			[TU185E-7459 2,177,087 &rarr; 2,178,949]	G185E-6122		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7459	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282585:fulcher	
TU185E-6078			[TU185E-6078 2,024,828 &rarr; 2,025,031]	G185E-5981		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6078	+		:EV-COMP-AINF:3743282518:fulcher	
